Session primary channel group (Default channel group),Date + hour (YYYYMMDDHH),Users,Sessions,Engaged sessions,Average engagement time per session,Engaged sessions per user,Events per session,Engagement rate,Event count
Referral,2024041508,29,35,24,78.46,0.83,5.49,0.69,192
Referral,2024041608,29,35,23,99.69,0.79,4.31,0.66,151
Referral,2024041808,29,32,23,117.69,0.79,4.09,0.72,131
Referral,2024042609,29,33,20,59.3,0.69,5.3,0.61,175
Referral,2024050308,29,34,22,78.62,0.76,5.32,0.65,181
Direct,2024040801,28,36,14,93.08,0.5,4,0.39,144
Direct,2024041503,28,35,16,22.6,0.57,3.71,0.46,130
Direct,2024041507,28,34,17,13.35,0.61,3.59,0.5,122
Direct,2024042108,28,35,15,23,0.54,4.06,0.43,142
Direct,2024042602,28,32,19,26.19,0.68,4.84,0.59,155
Direct,2024042801,28,40,16,56.43,0.57,4.38,0.4,175
Direct,2024042809,28,39,14,27.36,0.5,4.21,0.36,164
Direct,2024043008,28,36,17,18.92,0.61,3.44,0.47,124
Organic Search,2024040710,28,33,22,59.97,0.79,4.36,0.67,144
Organic Search,2024040900,28,39,20,92.46,0.71,4.05,0.51,158
Organic Search,2024041502,28,35,22,38.11,0.79,3.74,0.63,131
Organic Search,2024041601,28,37,21,46.84,0.75,4.14,0.57,153
Organic Search,2024041807,28,34,15,17.82,0.54,3.26,0.44,111
Organic Search,2024042200,28,37,21,38.81,0.75,4.03,0.57,149
Organic Search,2024042508,28,36,21,50.83,0.75,4.67,0.58,168
Organic Search,2024042601,28,34,21,86.74,0.75,4.85,0.62,165
Organic Search,2024042700,28,38,18,32.87,0.64,3.89,0.47,148
Organic Search,2024042901,28,34,21,25.32,0.75,3.24,0.62,110
Organic Search,2024042906,28,33,19,32.91,0.68,3.85,0.58,127
Organic Social,2024040706,28,37,17,71.32,0.61,6.68,0.46,247
Organic Social,2024041705,28,34,19,55.62,0.68,4.65,0.56,158
Organic Social,2024041805,28,31,19,14.52,0.68,4.29,0.61,133
Organic Social,2024042707,28,37,19,22.49,0.68,3.49,0.51,129
Organic Social,2024042804,28,37,17,42.3,0.61,4.08,0.46,151
Organic Social,2024050203,28,36,16,37.19,0.57,4.39,0.44,158
Referral,2024040709,28,33,25,58.97,0.89,5.36,0.76,177
Referral,2024041202,28,33,20,48.52,0.71,4.91,0.61,162
Referral,2024041500,28,32,18,56.97,0.64,5.09,0.56,163
Referral,2024041708,28,29,25,104.97,0.89,7.17,0.86,208
Referral,2024041801,28,31,22,50.74,0.79,4.68,0.71,145
Referral,2024041901,28,37,21,65.46,0.75,6.03,0.57,223
Referral,2024041908,28,33,27,102.06,0.96,6.52,0.82,215
Referral,2024042117,28,31,25,110.06,0.89,6.32,0.81,196
Referral,2024042601,28,32,22,86.22,0.79,6.97,0.69,223
Referral,2024042800,28,36,21,49.42,0.75,4.64,0.58,167
Referral,2024042801,28,38,21,78,0.75,5.39,0.55,205
Referral,2024042810,28,37,20,49.43,0.71,4.65,0.54,172
Referral,2024043001,28,36,24,107.69,0.86,5.56,0.67,200
Direct,2024041003,27,32,21,117.44,0.78,5.75,0.66,184
Direct,2024041204,27,33,14,25.06,0.52,5.15,0.42,170
Direct,2024041505,27,32,12,21.28,0.44,3.41,0.38,109
Direct,2024041703,27,35,18,26.17,0.67,4.57,0.51,160
Direct,2024042109,27,35,17,41.26,0.63,3.89,0.49,136
Direct,2024042307,27,33,18,62.48,0.67,4.64,0.55,153
Direct,2024042308,27,38,16,84,0.59,5.34,0.42,203
Direct,2024042710,27,38,23,55.13,0.85,3.37,0.61,128
Direct,2024042810,27,35,16,14.54,0.59,3.69,0.46,129
Direct,2024050202,27,36,16,27.69,0.59,4.89,0.44,176
Organic Search,2024040700,27,32,16,46.31,0.59,4.28,0.5,137
Organic Search,2024041107,27,30,17,37.13,0.63,3.37,0.57,101
Organic Search,2024041402,27,34,17,71.71,0.63,5,0.5,170
Organic Search,2024041503,27,34,20,33.26,0.74,3.5,0.59,119
Organic Search,2024041507,27,33,18,18,0.67,3.48,0.55,115
Organic Search,2024041703,27,32,20,34,0.74,3.97,0.63,127
Organic Search,2024041803,27,32,19,19.22,0.7,3.41,0.59,109
Organic Search,2024042506,27,30,19,21.43,0.7,3.63,0.63,109
Organic Search,2024042609,27,32,18,49.16,0.67,5.13,0.56,164
Organic Search,2024043001,27,32,13,74.25,0.48,4.59,0.41,147
Organic Search,2024050306,27,30,20,73.83,0.74,4.07,0.67,122
Organic Social,2024041405,27,40,13,50.18,0.48,4.28,0.33,171
Organic Social,2024042103,27,33,18,46.27,0.67,6.3,0.55,208
Organic Social,2024042108,27,41,11,44.93,0.41,3.9,0.27,160
Organic Social,2024042204,27,38,22,77.58,0.81,5.55,0.58,211
Organic Social,2024042605,27,40,18,52.15,0.67,4.6,0.45,184
Organic Social,2024042806,27,43,13,50.98,0.48,3.56,0.3,153
Organic Social,2024042906,27,37,15,47.73,0.56,4.27,0.41,158
Referral,2024040807,27,32,22,58.88,0.81,4.63,0.69,148
Referral,2024041001,27,31,22,89.71,0.81,5.26,0.71,163
Referral,2024041509,27,34,22,42,0.81,3.85,0.65,131
Referral,2024042101,27,31,23,110.81,0.85,5.74,0.74,178
Referral,2024042307,27,33,25,45.12,0.93,5.03,0.76,166
Referral,2024042508,27,33,22,71.39,0.81,5.88,0.67,194
Referral,2024042701,27,33,24,84.15,0.89,7.48,0.73,247
Direct,2024040903,26,34,11,23,0.42,3.47,0.32,118
Direct,2024041402,26,34,13,62.74,0.5,3.59,0.38,122
Direct,2024041408,26,31,14,33.58,0.54,3.32,0.45,103
Direct,2024041504,26,33,17,33.55,0.65,3.55,0.52,117
Direct,2024042208,26,29,15,33.76,0.58,3.66,0.52,106
Direct,2024042702,26,30,13,42.8,0.5,4.33,0.43,130
Direct,2024043005,26,30,9,83.37,0.35,3.9,0.3,117
Direct,2024050310,26,41,15,15.76,0.58,3.51,0.37,144
Organic Search,2024040609,26,36,21,24.92,0.81,3.53,0.58,127
Organic Search,2024041007,26,40,21,53.33,0.81,4,0.53,160
Organic Search,2024041202,26,31,16,22.48,0.62,3.55,0.52,110
Organic Search,2024041204,26,30,15,61.63,0.58,3.77,0.5,113
Organic Search,2024041401,26,34,18,58.65,0.69,3.74,0.53,127
Organic Search,2024041408,26,29,16,48.21,0.62,3.55,0.55,103
Organic Search,2024041602,26,35,17,51.03,0.65,4.34,0.49,152
Organic Search,2024041806,26,33,18,43.79,0.69,4.82,0.55,159
Organic Search,2024041906,26,31,19,47.42,0.73,4.16,0.61,129
Organic Search,2024042709,26,30,15,38.37,0.58,4.03,0.5,121
Organic Search,2024043007,26,36,18,19.78,0.69,3.61,0.5,130
Organic Search,2024050307,26,29,19,48.93,0.73,3.55,0.66,103
Organic Social,2024040606,26,32,20,71.66,0.77,6.25,0.63,200
Organic Social,2024041103,26,39,18,15.28,0.69,3.87,0.46,151
Organic Social,2024041903,26,43,16,23.3,0.62,3.7,0.37,159
Organic Social,2024042706,26,35,20,16.03,0.77,4.31,0.57,151
Organic Social,2024042803,26,41,14,44.68,0.54,4.2,0.34,172
Organic Social,2024050106,26,36,18,27.69,0.69,4.22,0.5,152
Referral,2024040601,26,33,19,77.52,0.73,6.64,0.58,219
Referral,2024040606,26,28,20,154.29,0.77,4.64,0.71,130
Referral,2024041108,26,29,21,133.21,0.81,6.41,0.72,186
Referral,2024041300,26,36,23,70.92,0.88,4.83,0.64,174
Referral,2024041602,26,32,19,60.28,0.73,5.06,0.59,162
Referral,2024041800,26,34,19,56.65,0.73,4.53,0.56,154
Referral,2024041902,26,33,13,48.88,0.5,4.06,0.39,134
Referral,2024042110,26,30,19,76.53,0.73,4.2,0.63,126
Referral,2024042201,26,31,21,74.29,0.81,5.42,0.68,168
Referral,2024042407,26,29,19,62.52,0.73,5.62,0.66,163
Referral,2024042502,26,29,17,60.21,0.65,5.34,0.59,155
Referral,2024042908,26,32,23,34.78,0.88,3.97,0.72,127
Referral,2024050201,26,33,20,64.33,0.77,5.67,0.61,187
Referral,2024050307,26,30,22,109.27,0.85,5.2,0.73,156
Direct,2024040602,25,32,15,85.63,0.6,4.75,0.47,152
Direct,2024040608,25,29,16,42.31,0.64,4.1,0.55,119
Direct,2024040708,25,30,14,45.5,0.56,3.57,0.47,107
Direct,2024040906,25,35,19,66.77,0.76,4.4,0.54,154
Direct,2024041004,25,30,13,24.67,0.52,3.4,0.43,102
Direct,2024041006,25,33,12,10.94,0.48,2.88,0.36,95
Direct,2024041302,25,34,13,27.76,0.52,3.53,0.38,120
Direct,2024041307,25,30,16,15.37,0.64,3.93,0.53,118
Direct,2024041506,25,30,14,56.93,0.56,4.03,0.47,121
Direct,2024041601,25,32,14,101.56,0.56,4.84,0.44,155
Direct,2024041906,25,30,15,28.1,0.6,4.4,0.5,132
Direct,2024042709,25,35,17,6.83,0.68,3.2,0.49,112
Direct,2024042907,25,30,16,53.83,0.64,3.63,0.53,109
Direct,2024050101,25,32,15,55.97,0.6,3.91,0.47,125
Direct,2024050307,25,30,10,23.5,0.4,3.53,0.33,106
Organic Search,2024040602,25,30,21,27.6,0.84,3.5,0.7,105
Organic Search,2024041622,25,29,16,28.41,0.64,3.28,0.55,95
Organic Search,2024041707,25,31,18,38.87,0.72,3.39,0.58,105
Organic Search,2024041802,25,28,17,24.79,0.68,4.04,0.61,113
Organic Search,2024042109,25,29,17,26.52,0.68,3.66,0.59,106
Organic Search,2024042302,25,29,18,28.86,0.72,3.41,0.62,99
Organic Search,2024042307,25,31,18,58.35,0.72,3.81,0.58,118
Organic Search,2024042402,25,26,20,80.12,0.8,4.19,0.77,109
Organic Search,2024042507,25,29,16,38.76,0.64,4.38,0.55,127
Organic Search,2024050100,25,34,16,33.15,0.64,3.32,0.47,113
Organic Social,2024041604,25,32,18,71.97,0.72,5.69,0.56,182
Organic Social,2024042102,25,32,13,15.22,0.52,3.88,0.41,124
Organic Social,2024042205,25,36,17,26.97,0.68,4.75,0.47,171
Organic Social,2024042505,25,39,16,47.82,0.64,3.77,0.41,147
Organic Social,2024042604,25,31,17,107,0.68,6.06,0.55,188
Referral,2024041203,25,25,19,76.48,0.76,6.08,0.76,152
Referral,2024041909,25,33,19,84.33,0.76,4.82,0.58,159
Referral,2024042109,25,27,23,112.67,0.92,7.41,0.85,200
Referral,2024042200,25,32,20,34.53,0.8,3.94,0.63,126
Referral,2024042902,25,28,19,120.11,0.76,4.71,0.68,132
Referral,2024050304,25,25,12,47.04,0.48,5.24,0.48,131
Direct,2024040603,24,32,15,35.28,0.63,4.94,0.47,158
Direct,2024040609,24,34,14,63.35,0.58,4.06,0.41,138
Direct,2024040709,24,30,15,48.27,0.63,3.97,0.5,119
Direct,2024041005,24,34,17,41.47,0.71,4.59,0.5,156
Direct,2024041206,24,32,12,20.09,0.5,3.47,0.38,111
Direct,2024041304,24,28,11,49.21,0.46,4.89,0.39,137
Direct,2024041602,24,27,13,18.48,0.54,3.96,0.48,107
Direct,2024041805,24,29,12,41.03,0.5,3.72,0.41,108
Direct,2024042706,24,30,13,24.07,0.54,3.27,0.43,98
Organic Search,2024040802,24,28,15,35.61,0.63,3.89,0.54,109
Organic Search,2024040903,24,28,18,25.96,0.75,3.5,0.64,98
Organic Search,2024040906,24,26,21,57.5,0.88,4.69,0.81,122
Organic Search,2024041607,24,28,20,58.82,0.83,3.68,0.71,103
Organic Search,2024042007,24,30,17,45.37,0.71,4.23,0.57,127
Organic Search,2024042107,24,30,17,31.43,0.71,3.07,0.57,92
Organic Search,2024042203,24,30,16,113.07,0.67,3.27,0.53,98
Organic Search,2024042206,24,31,16,25.06,0.67,3.1,0.52,96
Organic Search,2024042208,24,27,16,84.19,0.67,4.59,0.59,124
Organic Search,2024042602,24,28,19,76.93,0.79,5.11,0.68,143
Organic Search,2024042801,24,27,13,40.59,0.54,3.78,0.48,102
Organic Search,2024042810,24,31,18,43.03,0.75,3.48,0.58,108
Organic Search,2024043002,24,27,13,29.26,0.54,3.19,0.48,86
Organic Search,2024050101,24,30,18,27.9,0.75,4.2,0.6,126
Organic Social,2024040705,24,28,18,60.29,0.75,6.93,0.64,194
Organic Social,2024040806,24,30,20,34.37,0.83,4.03,0.67,121
Organic Social,2024040904,24,36,19,83.22,0.79,4.72,0.53,170
Organic Social,2024041105,24,39,14,15.56,0.58,3.51,0.36,137
Organic Social,2024041106,24,32,17,59.25,0.71,4.81,0.53,154
Organic Social,2024041904,24,36,16,24.22,0.67,4.28,0.44,154
Organic Social,2024041905,24,33,15,33.88,0.63,4.55,0.45,150
Referral,2024040600,24,39,19,95.26,0.79,3.87,0.49,151
Referral,2024041206,24,28,18,63.04,0.75,6.64,0.64,186
Referral,2024041700,24,32,20,39.94,0.83,5.16,0.63,165
Referral,2024042008,24,28,20,139.46,0.83,5.18,0.71,145
Referral,2024042301,24,30,18,39.67,0.75,4.33,0.6,130
Referral,2024042402,24,32,20,171.34,0.83,7.53,0.63,241
Referral,2024042602,24,29,20,70.97,0.83,5.83,0.69,169
Referral,2024042702,24,28,16,48.04,0.67,3.75,0.57,105
Referral,2024050104,24,26,18,75.12,0.75,4.73,0.69,123
Referral,2024050203,24,29,19,91.83,0.79,4.97,0.66,144
Direct,2024040607,23,29,9,15.31,0.39,3.21,0.31,93
Direct,2024040701,23,32,16,74,0.7,7.5,0.5,240
Direct,2024040704,23,28,8,5.82,0.35,3.11,0.29,87
Direct,2024041702,23,34,18,115.74,0.78,4.76,0.53,162
Direct,2024042104,23,26,14,105.62,0.61,3.88,0.54,101
Direct,2024042203,23,29,16,17.45,0.7,3.72,0.55,108
Direct,2024042507,23,28,12,50.68,0.52,3.46,0.43,97
Direct,2024042906,23,30,12,114.83,0.52,5.97,0.4,179
Direct,2024050104,23,26,10,91.73,0.43,4.08,0.38,106
Organic Search,2024040908,23,27,17,58.19,0.74,5.19,0.63,140
Organic Search,2024041002,23,29,13,23.79,0.57,3.03,0.45,88
Organic Search,2024041400,23,39,16,26.95,0.7,3.26,0.41,127
Organic Search,2024042002,23,29,14,14.97,0.61,3.1,0.48,90
Organic Search,2024042117,23,31,18,47.06,0.78,4.32,0.58,134
Organic Search,2024042405,23,28,18,67.32,0.78,3.36,0.64,94
Organic Social,2024041303,23,30,17,43.3,0.74,4.23,0.57,127
Organic Social,2024042503,23,40,15,38.83,0.65,4.58,0.38,183
Organic Social,2024050105,23,32,11,197.84,0.48,3.72,0.34,119
Referral,2024040801,23,24,17,20.75,0.74,4.58,0.71,110
Referral,2024040808,23,32,17,38.84,0.74,4.63,0.53,148
Referral,2024040908,23,26,17,26.19,0.74,4.54,0.65,118
Referral,2024041301,23,28,18,79.79,0.78,4.89,0.64,137
Referral,2024041308,23,24,21,102.58,0.91,6.42,0.88,154
Referral,2024041607,23,25,18,47.88,0.78,4.88,0.72,122
Referral,2024041701,23,29,20,84.03,0.87,5.14,0.69,149
Referral,2024042002,23,26,14,52.38,0.61,5.73,0.54,149
Referral,2024042308,23,31,16,63.42,0.7,4.87,0.52,151
Referral,2024042403,23,26,18,210.69,0.78,6.42,0.69,167
Referral,2024050103,23,29,18,179.1,0.78,6.21,0.62,180
Direct,2024041108,22,25,10,45.52,0.45,4.16,0.4,104
Direct,2024041203,22,27,8,10.7,0.36,4.59,0.3,124
Direct,2024041205,22,28,5,5.5,0.23,3,0.18,84
Direct,2024041605,22,28,13,56.54,0.59,4.39,0.46,123
Direct,2024041704,22,29,14,21.55,0.64,4.17,0.48,121
Direct,2024042102,22,27,14,75.44,0.64,5.07,0.52,137
Direct,2024042205,22,28,13,21.57,0.59,3.68,0.46,103
Direct,2024042403,22,27,10,19.7,0.45,3.56,0.37,96
Direct,2024042506,22,25,14,31.04,0.64,4.16,0.56,104
Direct,2024042707,22,24,13,35.25,0.59,3.33,0.54,80
Organic Search,2024040601,22,27,13,27.63,0.59,3.44,0.48,93
Organic Search,2024040608,22,26,12,13.31,0.55,3.96,0.46,103
Organic Search,2024040708,22,25,17,70.08,0.77,5.08,0.68,127
Organic Search,2024040807,22,28,20,39.18,0.91,3.75,0.71,105
Organic Search,2024041006,22,26,11,32.42,0.5,3.81,0.42,99
Organic Search,2024041106,22,25,13,24.12,0.59,3.44,0.52,86
Organic Search,2024041506,22,28,14,42.21,0.64,5.29,0.5,148
Organic Search,2024041708,22,30,18,34.73,0.82,3.9,0.6,117
Organic Search,2024042502,22,23,17,63.65,0.77,4.26,0.74,98
Organic Search,2024042607,22,25,17,47.28,0.77,4.16,0.68,104
Organic Search,2024042800,22,27,17,28.78,0.77,3.22,0.63,87
Organic Search,2024042902,22,28,14,50.68,0.64,3.93,0.5,110
Organic Search,2024042905,22,24,19,52.08,0.86,4.75,0.79,114
Organic Search,2024043003,22,25,11,23.16,0.5,4.04,0.44,101
Organic Search,2024050302,22,27,14,46.37,0.64,3.3,0.52,89
Organic Social,2024042006,22,30,11,38.3,0.5,5.23,0.37,157
Organic Social,2024042105,22,25,12,56.8,0.55,5.6,0.48,140
Organic Social,2024042904,22,26,10,57.54,0.45,6.73,0.38,175
Referral,2024040607,22,23,15,91.43,0.68,9.87,0.65,227
Referral,2024040903,22,26,19,52.69,0.86,5.12,0.73,133
Referral,2024041002,22,28,14,43.43,0.64,3.71,0.5,104
Referral,2024041007,22,23,16,57.39,0.73,5.48,0.7,126
Referral,2024041201,22,30,19,46.93,0.86,4.07,0.63,122
Referral,2024041703,22,23,16,69.52,0.73,8,0.7,184
Referral,2024041707,22,26,18,149.46,0.82,6.96,0.69,181
Referral,2024041805,22,25,19,90.68,0.86,5.44,0.76,136
Referral,2024041807,22,26,18,126.62,0.82,7.15,0.69,186
Referral,2024041903,22,26,13,70.08,0.59,4.96,0.5,129
Referral,2024042108,22,25,20,63.28,0.91,8.32,0.8,208
Referral,2024043006,22,24,18,87.67,0.82,5.38,0.75,129
Direct,2024041202,21,27,12,250.74,0.57,6.04,0.44,163
Direct,2024041404,21,22,11,35.77,0.52,3.86,0.5,85
Direct,2024041705,21,24,13,51.67,0.62,3.38,0.54,81
Direct,2024042303,21,26,12,26.88,0.57,4.12,0.46,107
Direct,2024042406,21,25,7,24.88,0.33,3.32,0.28,83
Direct,2024042607,21,28,10,43.14,0.48,3.21,0.36,90
Direct,2024042805,21,23,8,14.26,0.38,2.96,0.35,68
Direct,2024043002,21,28,10,152.04,0.48,5.07,0.36,142
Direct,2024043009,21,35,12,43.83,0.57,3.57,0.34,125
Direct,2024050303,21,31,10,39.94,0.48,3.19,0.32,99
Direct,2024050304,21,29,8,10.93,0.38,3.21,0.28,93
Direct,2024050306,21,27,10,32.7,0.48,3.26,0.37,88
Organic Search,2024040701,21,24,12,111.29,0.57,4.5,0.5,108
Organic Search,2024041102,21,27,14,53.11,0.67,3.44,0.52,93
Organic Search,2024041103,21,23,13,19.04,0.62,3.87,0.57,89
Organic Search,2024041205,21,23,15,33.7,0.71,4,0.65,92
Organic Search,2024041306,21,26,15,26.73,0.71,3.54,0.58,92
Organic Search,2024041307,21,21,16,35.43,0.76,3.9,0.76,82
Organic Search,2024041404,21,23,13,30.26,0.62,3.83,0.57,88
Organic Search,2024041407,21,24,13,56.67,0.62,3.54,0.54,85
Organic Search,2024041606,21,28,16,30.61,0.76,3.39,0.57,95
Organic Search,2024042108,21,26,13,32.04,0.62,3.19,0.5,83
Organic Search,2024042111,21,28,13,27.32,0.62,3.32,0.46,93
Organic Search,2024042201,21,27,16,30.37,0.76,3.7,0.59,100
Organic Search,2024042202,21,30,13,60.67,0.62,4.3,0.43,129
Organic Search,2024042406,21,22,18,41.77,0.86,3.59,0.82,79
Organic Search,2024042802,21,24,15,25.29,0.71,4.38,0.63,105
Organic Search,2024050201,21,24,12,17.79,0.57,4.96,0.5,119
Organic Social,2024040804,21,26,16,38.19,0.76,4,0.62,104
Organic Social,2024040905,21,32,15,60.47,0.71,4.31,0.47,138
Organic Social,2024041004,21,39,16,26.49,0.76,4,0.41,156
Organic Social,2024041306,21,32,16,81.88,0.76,5.38,0.5,172
Organic Social,2024042304,21,25,18,57.88,0.86,4.68,0.72,117
Organic Social,2024042606,21,24,17,68.96,0.81,5,0.71,120
Referral,2024040604,21,25,17,111.44,0.81,5.8,0.68,145
Referral,2024040906,21,24,16,100.63,0.76,5.46,0.67,131
Referral,2024041705,21,23,15,76,0.71,5.52,0.65,127
Referral,2024041806,21,24,19,119.83,0.9,5.29,0.79,127
Referral,2024042001,21,26,18,62.88,0.86,6.12,0.69,159
Referral,2024042302,21,27,16,97.67,0.76,5.89,0.59,159
Referral,2024042507,21,25,18,67.52,0.86,8.2,0.72,205
Referral,2024042904,21,21,14,107.67,0.67,4.81,0.67,101
Referral,2024050106,21,25,15,66.36,0.71,5.96,0.6,149
Referral,2024050204,21,23,11,12.61,0.52,3.7,0.48,85
Direct,2024040803,20,23,10,43.83,0.5,4.13,0.43,95
Direct,2024041102,20,24,12,65.54,0.6,5.08,0.5,122
Direct,2024041804,20,27,8,17.37,0.4,3.04,0.3,82
Direct,2024042004,20,24,9,36.54,0.45,3.38,0.38,81
Direct,2024042005,20,24,12,64.88,0.6,3.63,0.5,87
Direct,2024042106,20,22,11,15.73,0.55,3.59,0.5,79
Direct,2024042207,20,28,15,28.96,0.75,4.75,0.54,133
Direct,2024042402,20,31,13,60.23,0.65,5.52,0.42,171
Direct,2024043004,20,23,13,39.22,0.65,3.3,0.57,76
Direct,2024050107,20,24,7,26.67,0.35,4.58,0.29,110
Direct,2024050205,20,26,14,71.04,0.7,4.54,0.54,118
Direct,2024050206,20,26,11,69.54,0.55,4.5,0.42,117
Organic Search,2024040702,20,22,11,25.27,0.55,4.64,0.5,102
Organic Search,2024040703,20,22,15,53.23,0.75,5.77,0.68,127
Organic Search,2024041008,20,27,16,29.07,0.8,3.22,0.59,87
Organic Search,2024041805,20,26,11,39.73,0.55,4.54,0.42,118
Organic Search,2024042008,20,25,15,36.72,0.75,3.32,0.6,83
Organic Search,2024042101,20,29,14,99.76,0.7,3.59,0.48,104
Organic Search,2024042306,20,22,15,46.5,0.75,3.77,0.68,83
Organic Search,2024042407,20,23,15,77.65,0.75,4.91,0.65,113
Organic Search,2024042604,20,22,11,25.86,0.55,3.82,0.5,84
Organic Search,2024042701,20,25,17,85.52,0.85,5.2,0.68,130
Organic Search,2024042809,20,28,14,19.82,0.7,3.46,0.5,97
Organic Search,2024042908,20,26,12,31.81,0.6,3.46,0.46,90
Organic Search,2024050102,20,24,13,54.83,0.65,4.04,0.54,97
Organic Search,2024050107,20,22,15,48.41,0.75,3.64,0.68,80
Organic Search,2024050206,20,21,17,56.43,0.85,3.71,0.81,78
Organic Social,2024040805,20,28,16,256.71,0.8,5,0.57,140
Organic Social,2024041304,20,34,15,67.59,0.75,3.91,0.44,133
Organic Social,2024042805,20,28,15,20.61,0.75,4.04,0.54,113
Referral,2024040701,20,24,14,47.25,0.7,5.08,0.58,122
Referral,2024041102,20,30,13,70.6,0.65,3.97,0.43,119
Referral,2024041501,20,28,15,23.57,0.75,3.93,0.54,110
Referral,2024041606,20,21,17,51.19,0.85,3.67,0.81,77
Referral,2024041723,20,25,16,156.4,0.8,5.24,0.64,131
Referral,2024041907,20,24,13,34.79,0.65,4.38,0.54,105
Referral,2024042102,20,21,16,149.81,0.8,10.86,0.76,228
Referral,2024042103,20,22,14,51.14,0.7,5,0.64,110
Referral,2024042206,20,26,15,89.77,0.75,6.42,0.58,167
Referral,2024042208,20,24,17,412.96,0.85,5.88,0.71,141
Referral,2024042503,20,25,15,154.32,0.75,6.36,0.6,159
Referral,2024042608,20,22,17,156.23,0.85,6.23,0.77,137
Referral,2024042707,20,23,15,83.13,0.75,6.09,0.65,140
Direct,2024040904,19,23,9,33.57,0.47,4.65,0.39,107
Direct,2024040905,19,24,10,58,0.53,4.71,0.42,113
Direct,2024041303,19,28,11,11.68,0.58,2.82,0.39,79
Direct,2024041305,19,23,12,51.52,0.63,4.48,0.52,103
Direct,2024041405,19,27,11,50.37,0.58,3.81,0.41,103
Direct,2024041903,19,26,12,28.23,0.63,4.38,0.46,114
Direct,2024042107,19,20,10,35.1,0.53,3.65,0.5,73
Direct,2024042407,19,30,11,13.03,0.58,2.9,0.37,87
Direct,2024042502,19,25,12,53.68,0.63,3.68,0.48,92
Direct,2024042505,19,24,14,30.21,0.74,4.13,0.58,99
Direct,2024042606,19,25,13,41.96,0.68,3.48,0.52,87
Direct,2024042608,19,30,14,37.63,0.74,3.77,0.47,113
Direct,2024042708,19,27,10,13.74,0.53,2.96,0.37,80
Direct,2024042804,19,25,9,14.52,0.47,3.08,0.36,77
Direct,2024042807,19,25,9,35.44,0.47,5.92,0.36,148
Direct,2024042903,19,24,12,30.96,0.63,4.58,0.5,110
Direct,2024050203,19,27,11,76.22,0.58,4.85,0.41,131
Direct,2024050207,19,21,7,36.81,0.37,4.95,0.33,104
Organic Search,2024040607,19,20,11,23.1,0.58,3.95,0.55,79
Organic Search,2024040806,19,23,14,36.43,0.74,3.91,0.61,90
Organic Search,2024040902,19,30,17,66.63,0.89,4,0.57,120
Organic Search,2024040907,19,25,15,95.56,0.79,4.44,0.6,111
Organic Search,2024041108,19,25,14,34.2,0.74,4.16,0.56,104
Organic Search,2024041403,19,23,10,19.26,0.53,2.91,0.43,67
Organic Search,2024041905,19,22,12,59.77,0.63,4.18,0.55,92
Organic Search,2024042304,19,24,12,28.38,0.63,3.04,0.5,73
Organic Social,2024042005,19,24,12,47.38,0.63,4.08,0.5,98
Organic Social,2024042305,19,22,15,56.05,0.79,4.5,0.68,99
Referral,2024040602,19,24,15,100.5,0.79,8.54,0.63,205
Referral,2024040707,19,22,14,32.59,0.74,5.27,0.64,116
Referral,2024040802,19,25,13,68.32,0.68,4.52,0.52,113
Referral,2024041107,19,20,18,76.95,0.95,8.2,0.9,164
Referral,2024041400,19,26,11,40.62,0.58,4.96,0.42,129
Referral,2024041603,19,20,15,56.6,0.79,5.75,0.75,115
Referral,2024042406,19,21,16,130.48,0.84,5.76,0.76,121
Referral,2024042603,19,21,11,47.48,0.58,4,0.52,84
Referral,2024050205,19,25,13,77.28,0.68,5.76,0.52,144
Direct,2024040605,18,21,12,42.81,0.67,4.38,0.57,92
Direct,2024040606,18,25,8,14.32,0.44,3.72,0.32,93
Direct,2024040805,18,23,8,9.04,0.44,3.17,0.35,73
Direct,2024040807,18,25,8,20.76,0.44,3.52,0.32,88
Direct,2024042007,18,20,9,14.4,0.5,3.75,0.45,75
Direct,2024042304,18,20,14,157.55,0.78,6.8,0.7,136
Organic Search,2024040603,18,23,12,25.13,0.67,3.61,0.52,83
Organic Search,2024040801,18,28,11,77.11,0.61,5.71,0.39,160
Organic Search,2024040901,18,26,12,46.42,0.67,3.77,0.46,98
Organic Search,2024041004,18,21,16,141.14,0.89,3.76,0.76,79
Organic Search,2024041706,18,23,11,43.83,0.61,3.74,0.48,86
Organic Search,2024042207,18,23,9,15.48,0.5,3,0.39,69
Organic Search,2024042505,18,25,15,38.8,0.83,3.56,0.6,89
Organic Search,2024042708,18,21,10,33,0.56,2.9,0.48,61
Organic Search,2024042804,18,21,12,51.62,0.67,4.67,0.57,98
Organic Search,2024042907,18,24,12,25.54,0.67,3.33,0.5,80
Organic Search,2024043006,18,22,13,35.36,0.72,4.23,0.59,93
Organic Search,2024050105,18,19,12,40,0.67,3.37,0.63,64
Organic Search,2024050205,18,19,13,104.37,0.72,4.79,0.68,91
Organic Search,2024050301,18,23,12,18.04,0.67,4.35,0.52,100
Organic Search,2024050303,18,18,12,106.33,0.67,3.5,0.67,63
Organic Search,2024050304,18,18,13,128.06,0.72,5.22,0.72,94
Organic Search,2024050305,18,19,14,113.05,0.78,5.05,0.74,96
Organic Social,2024040605,18,24,14,60.38,0.78,4.33,0.58,104
Referral,2024040803,18,18,10,79.72,0.56,5.78,0.56,104
